leaf_depth,swaps_mean_ours,swaps_std_ours,depth_mean_ours,depth_std_ours,latency_mean_ours,latency_std_ours,error_mean_ours,error_std_ours,swaps_mean_sabre,swaps_std_sabre,depth_mean_sabre,depth_std_sabre,latency_mean_sabre,latency_std_sabre,error_mean_sabre,error_std_sabre
10,2636.8,397.2731498044582,7207.1,1030.8842428819164,3676.2419999999865,448.5686275699578,13.27780154381522,0.38896617841997444,3020.5,183.94458706662488,6936.0,438.0887784202853,3618.2039999999843,222.87910660265678,14.873522252641731,0.3239539911540523
20,1769.6,244.77345535095182,11616.4,300.36725668569295,5893.703999999971,144.15612147945467,23.474014494258462,0.5971564054251559,3203.4,174.42234821133314,14041.5,593.8952863183134,7063.685999999971,307.8003254709137,27.972291088070268,0.6024340789804591
30,1843.8,285.3297507563252,19136.8,3194.64673060001,9705.467999999917,1420.6607622651927,34.194284835391684,1.0994716230597388,3241.1,211.92789654345498,20397.5,1213.7276145092121,10232.849999999922,598.0901579193373,40.11289916216501,1.5141855323052054
40,1538.9,294.74751907352845,23323.0,1652.6727174825362,11753.195999999889,734.3750546961388,46.8309959248094,1.9278657578460658,3243.4,247.56691575769523,27603.4,1994.9381054169185,13656.149999999849,874.7697915451644,53.251421474569305,1.3126455869805103
50,2030.7,575.2410219493507,28597.1,43.203523518856734,14419.931999999864,75.10481635687609,60.101526661487014,1.7083598593933302,3280.9,326.58517691067635,33476.6,2864.9285118092876,16718.30399999984,1338.965280864306,64.59824561003543,3.254354009938116
60,1452.5,294.8850058356082,37900.9,5492.98610249673,18878.78999999987,2577.499850669274,70.2483748764157,1.3116577262374445,3236.6,119.01372469873655,41529.3,1721.223663560318,20569.487999999958,786.6956655785406,79.26948077217432,2.339911687617966
70,1419.5,170.89324152815405,41892.8,1511.6661742005806,20662.1279999998,683.3241794638902,80.85396476204106,1.8660666213566794,3274.8,295.16654432521455,47509.1,3680.932292836211,23513.261999999995,1746.423018412263,90.67365531607506,3.5156319073777675
80,2156.0,29.41654863054693,48847.4,1273.670129978717,24132.98399999989,590.4326069587294,88.74183518646778,3.4256260722219074,3280.5,209.56582100460304,55151.4,2770.07140702185,27167.5920000001,1358.561383464199,102.62194558689812,2.276562518088704
90,1620.8,189.5971167150668,50918.0,150.53091229231148,25276.379999999936,172.03016712192388,99.45534360506699,2.0308832076683236,3305.5,285.0509701010603,60939.3,3994.255153759375,29976.660000000244,1805.6704013746346,116.96377544853722,2.0596634325492116
