"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"69","336.15152571590687","309.67246309768467","0.0048828125","0.0068359375","0.0029296875","2200","0.00009945697214708967","32","0.00009945697214708967","0","0.00009945697214708967","0.00009945697214708967","78:0.0012301634495728575;68:0.0007514481959201014;70:0.0010405395655434801","78:68;68:68;70:68","78:0.0009151913989307869;68:0.0007297126736281745;70:0.0009622470340107381","0.0048828125","0.003173828125","Yes"
"70","99.5512158376285","176.48136658236703","0.00341796875","0.00537109375","0.00146484375","2200","0.00023051548996682022","32","0.00023051548996682022","0","0.00023051548996682022","0.00023051548996682022","69:0.0010405395655434801;71:0.0019346847800191525","69:68;71:68","69:0.0009622470340107381;71:0.0012407563141967337","0.00341796875","0.00390625","Yes"
"71","257.16930358299834","345.6538776574991","0.00146484375","0.001953125","0.0009765625","2200","0.00011007758479899089","32","0.00011007758479899089","0","0.00011007758479899089","0.00011007758479899089","72:0.000842562761840665;58:0.0009328071159040718;70:0.0019346847800191525","72:68;58:68;70:68","72:0.0009403216759090727;58:0.0011875360132891366;70:0.0012407563141967337","0.00146484375","0.00537109375","Yes"
"72","243.13390084925584","256.4786591233118","0.0048828125","0.0048828125","0.0048828125","2200","0.00014043004952323798","32","0.00014043004952323798","0","0.00014043004952323798","0.00014043004952323798","73:0.0015614201581821974;71:0.000842562761840665","73:68;71:68","73:0.001173748685632664;71:0.0009403216759090727","0.0048828125","0.005126953125","Yes"
"73","355.32890021939767","306.3249937704705","0.0048828125","0.0068359375","0.0029296875","2200","0.00022096037293264654","32","0.00022096037293264654","0","0.00022096037293264654","0.00022096037293264654","72:0.0015614201581821974;74:0.001731704959400504;79:0.0012863774145710771","72:68;74:68;79:68","72:0.001173748685632664;74:0.0012058075672402302;79:0.0013796882358441398","0.0048828125","0.003662109375","Yes"
"74","199.67946704281528","230.84267649764544","0.005859375","0.0029296875","0.0087890625","2200","0.0001305739140653068","32","0.0001305739140653068","0","0.0001305739140653068","0.0001305739140653068","73:0.001731704959400504;75:0.0008444329914934767","73:68;75:68","73:0.0012058075672402302;75:0.0008069512256733968","0.005859375","0.010009765625","Yes"
"75","339.2788639188052","517.978744740457","0.001953125","0.001953125","0.001953125","2200","0.00007163130156609125","32","0.00007163130156609125","0","0.00007163130156609125","0.00007163130156609125","59:0.0012721186799442286;74:0.0008444329914934767","59:68;74:68","59:0.0008568964793149447;74:0.0008069512256733968","0.001953125","0.001708984375","Yes"
"76","249.1871135761404","362.7831047569659","0.0068359375","0.00537109375","0.00830078125","2200","0.00019992092110657626","32","0.00019992092110657626","0","0.00019992092110657626","0.00019992092110657626","81:0.0014065366036259686;61:0.0009873583498487826","81:68;61:68","81:0.0008224802996700253;61:0.0008883554266934657","0.0068359375","0.005859375","Yes"
"77","243.18641319416597","294.51536014763917","0.006103515625","0.00732421875","0.0048828125","2200","0.00010146337198911162","32","0.00010146337198911162","0","0.00010146337198911162","0.00010146337198911162","85:0.10415566104720253;65:0.0008454017237768674","85:68;65:68","85:0.10206779725253787;65:0.001410293062878959","0.006103515625","0.0029296875","Yes"
"78","266.35739881168655","332.5492507574583","0.004638671875","0.00341796875","0.005859375","2200","0.00012110471642921519","32","0.00012110471642921519","0","0.00012110471642921519","0.00012110471642921519","69:0.0012301634495728575;89:0.001116095142609741","69:68;89:68","69:0.0009151913989307869;89:0.0013566859811318388","0.004638671875","0.00390625","Yes"
