filename,final_depth,swap_count,runtime,compiled_qasm_file
16QBT_700CYC_QSE_6.json,1732,1271,0.40972185134887695,results/circuits/16QBT_700CYC_QSE_6_compiled_20250818-133653.qasm
16QBT_700CYC_QSE_7.json,1790,1290,0.43548154830932617,results/circuits/16QBT_700CYC_QSE_7_compiled_20250818-133656.qasm
16QBT_700CYC_QSE_8.json,1829,1223,0.39591407775878906,results/circuits/16QBT_700CYC_QSE_8_compiled_20250818-133700.qasm
16QBT_700CYC_QSE_9.json,1808,1232,0.4423058032989502,results/circuits/16QBT_700CYC_QSE_9_compiled_20250818-133703.qasm
16QBT_800CYC_QSE_0.json,2223,1454,0.44134998321533203,results/circuits/16QBT_800CYC_QSE_0_compiled_20250818-133707.qasm
16QBT_800CYC_QSE_1.json,1969,1467,0.5089690685272217,results/circuits/16QBT_800CYC_QSE_1_compiled_20250818-133710.qasm
16QBT_800CYC_QSE_2.json,2120,1390,0.5049300193786621,results/circuits/16QBT_800CYC_QSE_2_compiled_20250818-133714.qasm
16QBT_800CYC_QSE_3.json,1950,1444,0.476215124130249,results/circuits/16QBT_800CYC_QSE_3_compiled_20250818-133718.qasm
16QBT_800CYC_QSE_4.json,1967,1470,0.4828352928161621,results/circuits/16QBT_800CYC_QSE_4_compiled_20250818-133721.qasm
16QBT_800CYC_QSE_5.json,2051,1405,0.6117002964019775,results/circuits/16QBT_800CYC_QSE_5_compiled_20250818-133726.qasm
16QBT_800CYC_QSE_6.json,2139,1369,0.5096006393432617,results/circuits/16QBT_800CYC_QSE_6_compiled_20250818-133730.qasm
16QBT_800CYC_QSE_7.json,2056,1402,0.5637280941009521,results/circuits/16QBT_800CYC_QSE_7_compiled_20250818-133734.qasm
16QBT_800CYC_QSE_8.json,2108,1360,0.544748067855835,results/circuits/16QBT_800CYC_QSE_8_compiled_20250818-133738.qasm
16QBT_800CYC_QSE_9.json,2130,1436,0.6325972080230713,results/circuits/16QBT_800CYC_QSE_9_compiled_20250818-133745.qasm
16QBT_900CYC_QSE_0.json,2325,1561,1.022629737854004,results/circuits/16QBT_900CYC_QSE_0_compiled_20250818-133750.qasm
16QBT_900CYC_QSE_1.json,2473,1643,0.7384400367736816,results/circuits/16QBT_900CYC_QSE_1_compiled_20250818-133756.qasm
16QBT_900CYC_QSE_2.json,2371,1597,0.6402580738067627,results/circuits/16QBT_900CYC_QSE_2_compiled_20250818-133801.qasm
16QBT_900CYC_QSE_3.json,2340,1636,0.5705461502075195,results/circuits/16QBT_900CYC_QSE_3_compiled_20250818-133806.qasm
16QBT_900CYC_QSE_4.json,2409,1609,0.5688371658325195,results/circuits/16QBT_900CYC_QSE_4_compiled_20250818-133810.qasm
16QBT_900CYC_QSE_5.json,2172,1594,0.5394151210784912,results/circuits/16QBT_900CYC_QSE_5_compiled_20250818-133815.qasm
16QBT_900CYC_QSE_6.json,2323,1540,0.5320761203765869,results/circuits/16QBT_900CYC_QSE_6_compiled_20250818-133819.qasm
16QBT_900CYC_QSE_7.json,2511,1648,0.58180832862854,results/circuits/16QBT_900CYC_QSE_7_compiled_20250818-133824.qasm
16QBT_900CYC_QSE_8.json,2301,1613,0.5361483097076416,results/circuits/16QBT_900CYC_QSE_8_compiled_20250818-133828.qasm
16QBT_900CYC_QSE_9.json,2357,1567,0.5423221588134766,results/circuits/16QBT_900CYC_QSE_9_compiled_20250818-133833.qasm
