filename,final_depth,swap_count,runtime,compiled_qasm_file
54QBT_500CYC_QSE_5.json,2588,3465,4.555596828460693,results/circuits/54QBT_500CYC_QSE_5_compiled_20250818-151429.qasm
54QBT_500CYC_QSE_6.json,2438,3107,3.992528200149536,results/circuits/54QBT_500CYC_QSE_6_compiled_20250818-151439.qasm
54QBT_500CYC_QSE_7.json,3163,4389,5.770013332366943,results/circuits/54QBT_500CYC_QSE_7_compiled_20250818-151451.qasm
54QBT_500CYC_QSE_8.json,2546,3333,4.221315383911133,results/circuits/54QBT_500CYC_QSE_8_compiled_20250818-151502.qasm
54QBT_500CYC_QSE_9.json,2752,3644,4.517647743225098,results/circuits/54QBT_500CYC_QSE_9_compiled_20250818-151512.qasm
54QBT_600CYC_QSE_0.json,3276,4250,4.973561525344849,results/circuits/54QBT_600CYC_QSE_0_compiled_20250818-151525.qasm
54QBT_600CYC_QSE_1.json,3223,4135,5.04476261138916,results/circuits/54QBT_600CYC_QSE_1_compiled_20250818-151537.qasm
54QBT_600CYC_QSE_2.json,3522,4460,5.143361330032349,results/circuits/54QBT_600CYC_QSE_2_compiled_20250818-151549.qasm
54QBT_600CYC_QSE_3.json,3289,4380,5.091322183609009,results/circuits/54QBT_600CYC_QSE_3_compiled_20250818-151602.qasm
54QBT_600CYC_QSE_4.json,3259,4168,5.076615333557129,results/circuits/54QBT_600CYC_QSE_4_compiled_20250818-151615.qasm
54QBT_600CYC_QSE_5.json,2891,3915,5.9992992877960205,results/circuits/54QBT_600CYC_QSE_5_compiled_20250818-151630.qasm
54QBT_600CYC_QSE_6.json,3074,3926,4.681908845901489,results/circuits/54QBT_600CYC_QSE_6_compiled_20250818-151642.qasm
54QBT_600CYC_QSE_7.json,3099,3951,4.85580849647522,results/circuits/54QBT_600CYC_QSE_7_compiled_20250818-151655.qasm
54QBT_600CYC_QSE_8.json,3596,4530,5.820870399475098,results/circuits/54QBT_600CYC_QSE_8_compiled_20250818-151708.qasm
54QBT_600CYC_QSE_9.json,3271,4173,4.79487419128418,results/circuits/54QBT_600CYC_QSE_9_compiled_20250818-151721.qasm
54QBT_700CYC_QSE_0.json,3527,4414,4.85526442527771,results/circuits/54QBT_700CYC_QSE_0_compiled_20250818-151735.qasm
54QBT_700CYC_QSE_1.json,3238,4133,4.800873279571533,results/circuits/54QBT_700CYC_QSE_1_compiled_20250818-151748.qasm
54QBT_700CYC_QSE_2.json,3606,4534,5.30014443397522,results/circuits/54QBT_700CYC_QSE_2_compiled_20250818-151802.qasm
54QBT_700CYC_QSE_3.json,3843,4538,6.009690523147583,results/circuits/54QBT_700CYC_QSE_3_compiled_20250818-151817.qasm
54QBT_700CYC_QSE_4.json,3989,5003,5.76598048210144,results/circuits/54QBT_700CYC_QSE_4_compiled_20250818-151832.qasm
54QBT_700CYC_QSE_5.json,3444,4234,5.1364219188690186,results/circuits/54QBT_700CYC_QSE_5_compiled_20250818-151845.qasm
54QBT_700CYC_QSE_6.json,3677,4616,5.675208330154419,results/circuits/54QBT_700CYC_QSE_6_compiled_20250818-151901.qasm
54QBT_700CYC_QSE_7.json,4581,5852,8.054932117462158,results/circuits/54QBT_700CYC_QSE_7_compiled_20250818-151918.qasm
54QBT_700CYC_QSE_8.json,3680,4556,6.534543514251709,results/circuits/54QBT_700CYC_QSE_8_compiled_20250818-151935.qasm
54QBT_700CYC_QSE_9.json,3541,4459,5.987996339797974,results/circuits/54QBT_700CYC_QSE_9_compiled_20250818-151951.qasm
54QBT_800CYC_QSE_0.json,3994,4960,6.017802476882935,results/circuits/54QBT_800CYC_QSE_0_compiled_20250818-152008.qasm
54QBT_800CYC_QSE_1.json,4024,5212,6.868844747543335,results/circuits/54QBT_800CYC_QSE_1_compiled_20250818-152026.qasm
54QBT_800CYC_QSE_2.json,4305,5654,7.286309719085693,results/circuits/54QBT_800CYC_QSE_2_compiled_20250818-152044.qasm
54QBT_800CYC_QSE_3.json,4157,5414,6.445199251174927,results/circuits/54QBT_800CYC_QSE_3_compiled_20250818-152101.qasm
54QBT_800CYC_QSE_4.json,4453,5838,7.295273780822754,results/circuits/54QBT_800CYC_QSE_4_compiled_20250818-152120.qasm
54QBT_800CYC_QSE_5.json,4099,4981,6.039287328720093,results/circuits/54QBT_800CYC_QSE_5_compiled_20250818-152138.qasm
54QBT_800CYC_QSE_6.json,3662,4536,5.699704170227051,results/circuits/54QBT_800CYC_QSE_6_compiled_20250818-152155.qasm
54QBT_800CYC_QSE_7.json,3990,5165,6.4896485805511475,results/circuits/54QBT_800CYC_QSE_7_compiled_20250818-152212.qasm
54QBT_800CYC_QSE_8.json,4049,5128,6.7168357372283936,results/circuits/54QBT_800CYC_QSE_8_compiled_20250818-152230.qasm
54QBT_800CYC_QSE_9.json,4020,5111,6.677246332168579,results/circuits/54QBT_800CYC_QSE_9_compiled_20250818-152247.qasm
54QBT_900CYC_QSE_0.json,4648,5555,6.423557996749878,results/circuits/54QBT_900CYC_QSE_0_compiled_20250818-152306.qasm
54QBT_900CYC_QSE_1.json,4825,6159,7.544674634933472,results/circuits/54QBT_900CYC_QSE_1_compiled_20250818-152326.qasm
54QBT_900CYC_QSE_2.json,4800,6252,8.265766143798828,results/circuits/54QBT_900CYC_QSE_2_compiled_20250818-152347.qasm
54QBT_900CYC_QSE_3.json,4177,5382,6.912973880767822,results/circuits/54QBT_900CYC_QSE_3_compiled_20250818-152406.qasm
54QBT_900CYC_QSE_4.json,5098,6309,7.612596273422241,results/circuits/54QBT_900CYC_QSE_4_compiled_20250818-152426.qasm
54QBT_900CYC_QSE_5.json,4979,5798,6.613784074783325,results/circuits/54QBT_900CYC_QSE_5_compiled_20250818-152446.qasm
54QBT_900CYC_QSE_6.json,4089,5227,6.566826820373535,results/circuits/54QBT_900CYC_QSE_6_compiled_20250818-152505.qasm
54QBT_900CYC_QSE_7.json,4706,5747,7.1622984409332275,results/circuits/54QBT_900CYC_QSE_7_compiled_20250818-152525.qasm
54QBT_900CYC_QSE_8.json,4581,5581,7.2098798751831055,results/circuits/54QBT_900CYC_QSE_8_compiled_20250818-152545.qasm
54QBT_900CYC_QSE_9.json,4887,6236,8.275365352630615,results/circuits/54QBT_900CYC_QSE_9_compiled_20250818-152606.qasm
