filename,final_depth,swap_count,runtime
81QBT_500CYC_QSE_8.json,3123,7189,33.379263401031494
81QBT_400CYC_QSE_2.json,2610,6014,33.41801857948303
81QBT_900CYC_QSE_1.json,5363,12206,50.20683193206787
81QBT_300CYC_QSE_2.json,2104,4878,25.969086170196533
81QBT_600CYC_QSE_9.json,3792,8837,39.75076127052307
81QBT_100CYC_QSE_1.json,610,1558,10.087170600891113
81QBT_900CYC_QSE_0.json,5608,12399,50.11835765838623
81QBT_200CYC_QSE_0.json,1309,3232,24.82852554321289
81QBT_200CYC_QSE_5.json,1250,3036,17.10382890701294
81QBT_100CYC_QSE_6.json,579,1768,12.910392045974731
81QBT_500CYC_QSE_3.json,2897,6453,26.86023259162903
81QBT_500CYC_QSE_9.json,2866,6589,32.616339445114136
81QBT_500CYC_QSE_6.json,3269,7682,39.061280965805054
81QBT_700CYC_QSE_7.json,3830,8864,38.956565618515015
81QBT_300CYC_QSE_3.json,2114,4974,29.79331636428833
81QBT_700CYC_QSE_6.json,3981,9103,38.373759746551514
81QBT_600CYC_QSE_8.json,3642,8166,37.039714097976685
81QBT_400CYC_QSE_3.json,2637,6248,28.948980569839478
81QBT_200CYC_QSE_8.json,1127,2615,15.607887029647827
81QBT_500CYC_QSE_1.json,2679,6231,27.338881015777588
81QBT_700CYC_QSE_8.json,4010,9184,42.129374742507935
81QBT_600CYC_QSE_4.json,4237,9293,46.878173828125
81QBT_500CYC_QSE_7.json,3252,6972,35.0690495967865
81QBT_900CYC_QSE_6.json,5879,13204,43.64006996154785
81QBT_700CYC_QSE_1.json,4045,9003,36.92918682098389
81QBT_300CYC_QSE_7.json,1907,4412,22.935107469558716
81QBT_100CYC_QSE_3.json,677,1773,17.50462579727173
81QBT_300CYC_QSE_4.json,1775,4135,22.907838344573975
81QBT_900CYC_QSE_8.json,5362,12051,46.46516156196594
81QBT_400CYC_QSE_9.json,2360,6034,34.69297218322754
81QBT_800CYC_QSE_2.json,4453,10156,38.31516194343567
81QBT_600CYC_QSE_2.json,3314,7901,34.53159809112549
81QBT_400CYC_QSE_0.json,2543,5958,31.643414735794067
81QBT_200CYC_QSE_6.json,1302,2961,20.633927583694458
81QBT_600CYC_QSE_1.json,3561,8144,38.08352541923523
81QBT_100CYC_QSE_7.json,713,1710,11.428934335708618
81QBT_700CYC_QSE_4.json,3896,9216,41.525124311447144
81QBT_900CYC_QSE_2.json,5418,12219,47.768473625183105
81QBT_900CYC_QSE_9.json,5240,11976,41.30985450744629
81QBT_800CYC_QSE_1.json,5690,12061,52.12819266319275
81QBT_200CYC_QSE_2.json,1435,3504,24.714903831481934
81QBT_500CYC_QSE_5.json,3397,7714,34.656752824783325
81QBT_800CYC_QSE_0.json,4822,10996,41.60815358161926
81QBT_100CYC_QSE_9.json,667,1785,15.679047346115112
81QBT_900CYC_QSE_5.json,5246,11868,43.02664303779602
81QBT_700CYC_QSE_2.json,3679,8952,40.00539255142212
81QBT_900CYC_QSE_3.json,5031,11468,43.76570248603821
81QBT_100CYC_QSE_8.json,548,1498,12.444472074508667
81QBT_800CYC_QSE_3.json,4755,10537,46.97657227516174
81QBT_200CYC_QSE_9.json,1178,3022,17.588881731033325
81QBT_900CYC_QSE_4.json,6411,13794,55.489264249801636
81QBT_300CYC_QSE_1.json,1708,4111,24.029858827590942
81QBT_400CYC_QSE_1.json,2316,5385,31.52338409423828
81QBT_300CYC_QSE_6.json,2055,4694,26.455931901931763
81QBT_700CYC_QSE_0.json,4026,9021,37.64966702461243
81QBT_600CYC_QSE_0.json,4409,9674,47.875489473342896
81QBT_400CYC_QSE_5.json,2245,5216,31.591096878051758
81QBT_700CYC_QSE_9.json,3943,9607,39.75370192527771
81QBT_600CYC_QSE_3.json,3444,7625,33.034207582473755
81QBT_600CYC_QSE_6.json,3582,8045,33.36242437362671
81QBT_800CYC_QSE_6.json,4773,10556,46.41637897491455
81QBT_700CYC_QSE_3.json,4226,9562,38.066309690475464
81QBT_400CYC_QSE_4.json,2460,6034,33.889639377593994
81QBT_300CYC_QSE_9.json,1902,4679,31.04096508026123
81QBT_800CYC_QSE_9.json,5100,11792,47.45329022407532
81QBT_300CYC_QSE_0.json,1644,3976,23.337544441223145
81QBT_900CYC_QSE_7.json,5956,13454,55.27149701118469
81QBT_500CYC_QSE_4.json,2747,6705,33.60135555267334
81QBT_800CYC_QSE_8.json,5145,11405,45.58749961853027
81QBT_200CYC_QSE_3.json,1408,3272,24.119565963745117
81QBT_100CYC_QSE_5.json,618,1673,11.21488618850708
81QBT_400CYC_QSE_8.json,2606,6368,30.638607501983643
81QBT_300CYC_QSE_5.json,1832,4573,29.84888005256653
81QBT_600CYC_QSE_7.json,3339,7881,40.25799202919006
81QBT_400CYC_QSE_6.json,2137,5012,25.57790994644165
81QBT_800CYC_QSE_5.json,4636,10435,44.28798460960388
81QBT_600CYC_QSE_5.json,3461,7976,35.32388424873352
81QBT_300CYC_QSE_8.json,1569,3940,24.208388805389404
81QBT_800CYC_QSE_4.json,5025,11167,44.93602013587952
81QBT_200CYC_QSE_1.json,1185,2844,16.484532117843628
81QBT_500CYC_QSE_0.json,2973,6667,30.01917815208435
81QBT_500CYC_QSE_2.json,2881,6746,31.089158058166504
81QBT_200CYC_QSE_4.json,1443,3219,18.72291874885559
81QBT_100CYC_QSE_2.json,669,1735,13.627938747406006
81QBT_700CYC_QSE_5.json,4003,8816,36.08819818496704
81QBT_100CYC_QSE_4.json,653,1599,10.746721982955933
81QBT_800CYC_QSE_7.json,4839,11065,46.43963146209717
81QBT_100CYC_QSE_0.json,646,1644,10.290919303894043
81QBT_200CYC_QSE_7.json,1223,2816,16.92213797569275
81QBT_400CYC_QSE_7.json,2936,6632,39.54994487762451
