distance,rounds,n_samples_ours,swaps_mean_ours,swaps_std_ours,depth_mean_ours,depth_std_ours,latency_mean_ours,latency_std_ours,error_mean_ours,error_std_ours,time_mean_ours,time_std_ours,n_samples_sabre,swaps_mean_sabre,swaps_std_sabre,depth_mean_sabre,depth_std_sabre,latency_mean_sabre,latency_std_sabre,error_mean_sabre,error_std_sabre,time_mean_sabre,time_std_sabre
3,3,9,963.0,0.0,580.4444444444445,31.58801147802442,369.5599999999999,20.79998076922177,2.0934642401723815,0.00305329065483483,0.17340699999999998,0.009274675004788277,9,1373.3333333333333,61.82412330330469,885.3333333333334,4.714045207910317,546.5199999999988,11.596551211459335,2.9224883033500477,0.11008919006221936,0.00589,0.0005171468736141492
3,5,9,963.0,0.0,591.4444444444445,35.14133720060911,377.0866666666665,23.18920055159764,2.09480399355169,0.004568677079033748,0.18305977777777777,0.017228682530257357,9,1373.3333333333333,61.82412330330469,885.3333333333334,4.714045207910317,546.5199999999988,11.596551211459335,2.922494766638811,0.11008919016987795,0.006616111111111111,0.000769375424100534
3,10,9,963.0,0.0,587.6666666666666,22.60776661041756,374.3266666666665,15.19362439387719,2.0981818754455754,0.006212766807271398,0.176449,0.01265608196349355,9,1373.3333333333333,61.82412330330469,885.3333333333334,4.714045207910317,546.5199999999988,11.596551211459335,2.92248827112027,0.11008919000504105,0.0077375555555555565,0.005349654653674409
3,15,9,963.0,0.0,595.0,37.21409529854097,379.29999999999984,24.54126321117138,2.093182196128717,0.005248377131136715,0.17368611111111112,0.02140902602198139,9,1373.3333333333333,61.82412330330469,885.3333333333334,4.714045207910317,546.5199999999988,11.596551211459335,2.9224838611740314,0.11008919062534231,0.005210888888888888,0.0004054477482280669
3,20,9,963.0,0.0,583.5555555555555,26.53346361404829,371.5466666666665,17.462373518192926,2.0961927258366777,0.0032573561422397724,0.1820707777777778,0.015260135588284906,9,1373.3333333333333,61.82412330330469,885.3333333333334,4.714045207910317,546.5199999999988,11.596551211459335,2.9224871515536694,0.1100891902824271,0.005790222222222223,0.0005683484412024757
5,3,9,5065.222222222223,18.365292010128343,1393.3333333333333,51.963662517399804,875.7999999999972,36.161205732110005,4.68975479398414,0.019092650254339413,5.845320222222223,0.4564577844987488,9,5146.666666666667,83.79870059984357,1558.6666666666667,61.28258770283412,977.1199999999967,40.45837366973597,4.6031682310566,0.045014352210218794,0.01698877777777778,0.001116170016696758
5,5,9,5094.333333333333,24.693678903269515,1418.888888888889,60.3700522600117,892.5999999999973,37.81096137365442,4.700321850984766,0.03384447525841404,3.868110444444444,0.3192734000588458,9,5146.666666666667,83.79870059984357,1558.6666666666667,61.28258770283412,977.1199999999967,40.45837366973597,4.603189540557036,0.04501491252592219,0.01616377777777778,0.0015212203272210825
5,10,9,5087.666666666667,21.228911104120876,1421.7777777777778,39.049193412576905,893.9733333333305,25.10036033384542,4.687911436276785,0.022153151694285188,4.635525222222222,0.9365223922185948,9,5146.666666666667,83.79870059984357,1558.6666666666667,61.28258770283412,977.1199999999967,40.45837366973597,4.603152975916996,0.04501396440832277,0.015527666666666665,0.0021240621982941605
5,15,9,5095.888888888889,28.36447090774907,1374.6666666666667,58.457962103834355,863.4799999999974,39.80952649806305,4.714382662778125,0.0431258222895825,4.633425777777777,0.6045020109185885,9,5146.666666666667,83.79870059984357,1558.6666666666667,61.28258770283412,977.1199999999967,40.45837366973597,4.603168992359663,0.04501437189300867,0.01873422222222222,0.005763565847975594
5,20,9,5117.888888888889,31.342000377358193,1447.2222222222222,45.381782389407164,910.4999999999972,30.00586609314902,4.726349527836448,0.016208435104703194,5.261872111111112,0.7882714671192415,9,5146.666666666667,83.79870059984357,1558.6666666666667,61.28258770283412,977.1199999999967,40.45837366973597,4.603162867698086,0.045014210478049425,0.0178,0.0014677209089832665
7,3,9,10252.0,57.38757124441958,1882.0,27.333333333333332,1188.3866666666624,15.554114853918453,5.775618318275969,0.038433046726651446,21.94059,0.2635901575877045,9,15740.0,438.48223073080925,3162.0,213.5415650406262,2017.1199999999917,131.90390441529712,9.178076511045644,0.3845236145030632,0.03774088888888889,0.004078847071428244
7,5,9,10287.0,61.88878914813427,1895.7777777777778,22.389371376107995,1196.4799999999957,13.086970619665957,5.7980543129114785,0.040655345903924785,21.651689333333334,0.22492397419770302,9,15740.0,438.48223073080925,3162.0,213.5415650406262,2017.1199999999917,131.90390441529712,9.178057158687018,0.38452335341062777,0.04162388888888889,0.006002749026616322
7,10,9,10293.444444444445,46.72641677564585,1893.0,29.196651253944253,1196.5933333333292,16.729896061309503,5.811275900161304,0.03611710731530853,26.32809677777778,5.217373276766977,9,15740.0,438.48223073080925,3162.0,213.5415650406262,2017.1199999999917,131.90390441529712,9.178047004845578,0.38452321573918946,0.04576088888888888,0.004838219586318101
7,15,9,10285.333333333334,40.35674251803119,1911.111111111111,34.109120463087756,1207.9066666666624,23.1619131813893,5.802731865910591,0.04332783427148558,30.453929,3.9887410184486365,9,15740.0,438.48223073080925,3162.0,213.5415650406262,2017.1199999999917,131.90390441529712,9.178051222551476,0.3845232731324668,0.047129555555555556,0.0093193545807888
7,20,9,10263.111111111111,37.843080813169784,1894.6666666666667,36.368484525295614,1198.3199999999956,23.68631672506287,5.789603254802587,0.03072684449454003,25.801029,3.5013580252662297,9,15740.0,438.48223073080925,3162.0,213.5415650406262,2017.1199999999917,131.90390441529712,9.178053935146934,0.3845233095670523,0.04101133333333334,0.005678318334781092
